"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"Disaster","2025-04-16 22:25:06","2025-04-17 19:43:10","RESOLVED","(CTEC) - PORTAL LANDINGS USAM PREGRADO VIRTUAL LICENCIATURA EN ADMINISTRACION DE EMPRESAS","CTEC - PORTAL LANDINGS USAM PREGRADO VIRTUAL LICENCIATURA EN ADMINISTRACION DE EMPRESAS is not working","21h 18m 4s","No","Actions (2)",""
"Disaster","2025-04-16 22:25:04","2025-04-17 19:43:03","RESOLVED","(CTEC) PORTAL LANDINGS USAM PREGRADO VIRTUAL","CTEC - PORTAL LANDINGS USAM PREGRADO VIRTUAL is not working","21h 17m 59s","No","Actions (2)",""
"Disaster","2025-04-16 22:25:03","2025-04-17 19:43:27","RESOLVED","(CTEC) - PORTAL LANDINGS USAM PREGRADO VIRTUAL LICENCIATURA EN DOCENCIA","CTEC - PORTAL LANDINGS USAM PREGRADO VIRTUAL LICENCIATURA EN DOCENCIA is not working","21h 18m 24s","No","Actions (2)",""
"Disaster","2025-04-16 22:25:03","2025-04-17 19:43:27","RESOLVED","(CTEC) - PORTAL LANDINGS USAM PREGRADO VIRTUAL BACHILLERATO EN CONTADURIA","CTEC - PORTAL LANDINGS USAM PREGRADO VIRTUAL BACHILLERATO EN CONTADURIA is not working","21h 18m 24s","No","Actions (2)",""
"Disaster","2025-04-16 22:25:02","2025-04-17 19:42:52","RESOLVED","(CTEC) PORTAL LANDINGS USAM POSGRADO VIRTUAL","CTEC - PORTAL LANDINGS USAM POSGRADO VIRTUAL is not working","21h 17m 50s","No","Actions (2)",""
"Disaster","2025-04-16 22:25:01","2025-04-17 19:42:54","RESOLVED","(CTEC) - PORTAL LANDINGS USAM PREGRADO PRESENCIAL LICENCIATURA EN ADMINISTRACION DE EMPRESAS CON ENFASIS EN RECURSOS HUMANOS","CTEC - PORTAL LANDINGS USAM PREGRADO PRESENCIAL LICENCIATURA EN ADMINISTRACION DE EMPRESAS CON ENFASIS EN RECURSOS HUMANOS is not working","21h 17m 53s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:56","2025-04-17 20:15:05","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA  PRESENCIAL EDUCACION CONTINUA","CTEC - PORTAL LANDINGS ANDINA  PRESENCIAL EDUCACION CONTINUA is not working","21h 50m 9s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:55","2025-04-17 20:15:38","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL PEREIRA ESPECIALIZACION EN GERENCIA EN SEGURIDAD Y SALUD EN EL TRABAJO","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL PEREIRA ESPECIALIZACION EN GERENCIA EN SEGURIDAD Y SALUD EN EL TRABAJO is not working","21h 50m 43s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:55","2025-04-17 20:14:51","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA PROFESIONAL EN ENTRENAMIENTO DEPORTIVO","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA PROFESIONAL EN ENTRENAMIENTO DEPORTIVO is not working","21h 49m 56s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:50","2025-04-17 20:15:06","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA is not working","21h 50m 16s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:49","2025-04-17 20:15:37","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR INGENIERIA GEOLOGICA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR INGENIERIA GEOLOGICA is not working","21h 50m 48s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:49","2025-04-17 20:15:28","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA TECNOLOGIA EN ANIMACION Y POSPRODUCCION AUDIOVISUAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA TECNOLOGIA EN ANIMACION Y POSPRODUCCION AUDIOVISUAL is not working","21h 50m 39s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:49","2025-04-17 20:15:27","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL MAESTRIA EN EPIDEMIOLOGIA","CTEC - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL MAESTRIA EN EPIDEMIOLOGIA is not working","21h 50m 38s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:49","2025-04-17 20:15:25","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN ALTA GERENCIA","CTEC - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN ALTA GERENCIA is not working","21h 50m 36s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:47","2025-04-17 20:15:25","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN PEDAGOGIA Y DOCENCIA","CTEC - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN PEDAGOGIA Y DOCENCIA is not working","21h 50m 38s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:47","2025-04-17 20:15:23","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA ESPECIALIZACION EN AUDITORIA EN SALUD","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA ESPECIALIZACION EN AUDITORIA EN SALUD is not working","21h 50m 36s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:46","2025-04-17 20:15:31","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL MAESTRIA EN INNOVACION","CTEC - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL MAESTRIA EN INNOVACION is not working","21h 50m 45s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:46","2025-04-17 20:15:23","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA ESPECIALIZACION EN EPIDEMIOLOGIA","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA ESPECIALIZACION EN EPIDEMIOLOGIA is not working","21h 50m 37s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:46","2025-04-17 20:15:29","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN GESTION AMBIENTAL","CTEC - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN GESTION AMBIENTAL is not working","21h 50m 43s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:46","2025-04-17 20:15:26","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA ESPECIALIZACION EN GERENCIA EN SEGURIDAD Y SALUD EN EL TRABAJO","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA ESPECIALIZACION EN GERENCIA EN SEGURIDAD Y SALUD EN EL TRABAJO is not working","21h 50m 40s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:46","2025-04-17 20:15:24","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA OPTOMETRIA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA OPTOMETRIA is not working","21h 50m 38s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:46","2025-04-17 20:15:22","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA INSTRUMENTACION QUIRURGICA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA INSTRUMENTACION QUIRURGICA is not working","21h 50m 36s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:45","2025-04-17 20:15:38","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA MERCADEO Y PUBLICIDAD","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA MERCADEO Y PUBLICIDAD is not working","21h 50m 53s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:45","2025-04-17 20:14:52","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA is not working","21h 50m 7s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:44","2025-04-17 20:15:11","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO VIRTUAL COMUNICACION SOCIAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO VIRTUAL COMUNICACION SOCIAL is not working","21h 50m 27s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:44","2025-04-17 20:15:20","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA ODONTOLOGIA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA ODONTOLOGIA is not working","21h 50m 36s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:44","2025-04-17 20:15:18","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA TECNOLOGIA EN ANIMACION Y POSPRODUCCION AUDIOVISUAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA TECNOLOGIA EN ANIMACION Y POSPRODUCCION AUDIOVISUAL is not working","21h 50m 34s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:41","2025-04-17 20:14:50","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL VALLEDUPAR","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL VALLEDUPAR is not working","21h 50m 9s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:36","2025-04-17 20:14:51","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA DERECHO","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA DERECHO is not working","21h 50m 15s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:36","2025-04-17 20:15:38","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR INGENIERIA INDUSTRIAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR INGENIERIA INDUSTRIAL is not working","21h 51m 2s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:32","2025-04-17 20:15:32","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO VIRTUAL  TECNOLOGIA EN LOGISTICA","CTEC - PORTAL LANDINGS ANDINA PREGRADO VIRTUAL  TECNOLOGIA EN LOGISTICA is not working","21h 51m","No","Actions (2)",""
"Disaster","2025-04-16 22:24:32","2025-04-17 20:15:30","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR PSICOLOGIA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR PSICOLOGIA is not working","21h 50m 58s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:32","2025-04-17 20:15:31","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL PEREIRA ESPECIALIZACION EN CONTRATACION PUBLICA","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL PEREIRA ESPECIALIZACION EN CONTRATACION PUBLICA is not working","21h 50m 59s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:32","2025-04-17 20:15:28","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA FISIOTERAPIA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA FISIOTERAPIA is not working","21h 50m 56s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:32","2025-04-17 20:15:30","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN DERECHOS DE AUTOR PROPIEDAD INDUSTRIAL Y NUEVAS TECNOLOGIAS","CTEC - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN DERECHOS DE AUTOR PROPIEDAD INDUSTRIAL Y NUEVAS TECNOLOGIAS is not working","21h 50m 58s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:32","2025-04-17 20:15:26","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA NEGOCIOS INTERNACIONALES","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA NEGOCIOS INTERNACIONALES is not working","21h 50m 54s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:31","2025-04-17 20:15:29","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL MAESTRIA EN GERENCIA DE MERCADEO DIGITAL","CTEC - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL MAESTRIA EN GERENCIA DE MERCADEO DIGITAL is not working","21h 50m 58s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:31","2025-04-17 20:15:27","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL VALLEDUPAR MAESTRIA EN GESTION AMBIENTAL","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL VALLEDUPAR MAESTRIA EN GESTION AMBIENTAL is not working","21h 50m 56s","No","",""
"Disaster","2025-04-16 22:24:31","2025-04-17 20:15:25","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA ESPECIALIZACION EN ALTA GERENCIA","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA ESPECIALIZACION EN ALTA GERENCIA is not working","21h 50m 54s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:30","2025-04-17 20:15:27","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL PEREIRA ESPECIALIZACION EN AUDITORIA EN SALUD","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL PEREIRA ESPECIALIZACION EN AUDITORIA EN SALUD is not working","21h 50m 57s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:30","2025-04-17 20:15:25","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR INGENIERIA DE MINAS","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR INGENIERIA DE MINAS is not working","21h 50m 55s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:29","2025-04-17 20:15:14","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA INGENIERIA INDUSTRIAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA INGENIERIA INDUSTRIAL is not working","21h 50m 45s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:28","2025-04-17 20:15:52","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA ENFERMERIA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA ENFERMERIA is not working","21h 51m 24s","No","",""
"Disaster","2025-04-16 22:24:27","2025-04-17 20:15:16","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA TECNOLOGIA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA TECNOLOGIA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS is not working","21h 50m 49s","No","",""
"Disaster","2025-04-16 22:24:27","2025-04-17 20:15:12","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA DISENO DE MODAS","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA DISENO DE MODAS is not working","21h 50m 45s","No","",""
"Disaster","2025-04-16 22:24:27","2025-04-17 20:15:21","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR DISENO GRAFICO","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR DISENO GRAFICO is not working","21h 50m 54s","No","",""
"Disaster","2025-04-16 22:24:23","2025-04-17 20:15:08","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO VIRUTAL NEGOCIOS INTERNACIONALES CICLOS","CTEC - PORTAL LANDINGS ANDINA PREGRADO VIRUTAL NEGOCIOS INTERNACIONALES CICLOS is not working","21h 50m 45s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:21","2025-04-17 20:15:13","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA COMUNICACION AUDIOVISUAL Y DIGITAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA COMUNICACION AUDIOVISUAL Y DIGITAL is not working","21h 50m 52s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:20","2025-04-17 20:14:50","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA is not working","21h 50m 30s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:20","2025-04-17 20:15:17","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR PROFESIONAL EN ENTRENAMIENTO DEPORTIVO","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR PROFESIONAL EN ENTRENAMIENTO DEPORTIVO is not working","21h 50m 57s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:20","2025-04-17 20:15:32","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO DISTANCIA BOGOTA LICENCIATURA EN EDUCACION INFANTIL","CTEC - PORTAL LANDINGS ANDINA PREGRADO DISTANCIA BOGOTA LICENCIATURA EN EDUCACION INFANTIL is not working","21h 51m 12s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:19","2025-04-17 20:23:23","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA ADMINISTRACION DE EMPRESAS","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA ADMINISTRACION DE EMPRESAS is not working","21h 59m 4s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:19","2025-04-17 20:15:30","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN AUDITORIA EN SALUD","CTEC - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN AUDITORIA EN SALUD is not working","21h 51m 11s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:19","2025-04-17 20:15:28","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA MAESTRIA EN SALUD PUBLICA","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA MAESTRIA EN SALUD PUBLICA is not working","21h 51m 9s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:19","2025-04-17 20:15:26","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR INGENIERIA AMBIENTAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR INGENIERIA AMBIENTAL is not working","21h 51m 7s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:19","2025-04-17 20:15:35","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA SOCIOLOGIA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA SOCIOLOGIA is not working","21h 51m 16s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:19","2025-04-17 20:15:49","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO VIRTUAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO VIRTUAL is not working","21h 51m 30s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:18","2025-04-17 20:15:14","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA DERECHO","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA DERECHO is not working","21h 50m 56s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:18","2025-04-17 20:15:08","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO VIRTUAL ADMINISTRACION MERCADEO","CTEC - PORTAL LANDINGS ANDINA PREGRADO VIRTUAL ADMINISTRACION MERCADEO is not working","21h 50m 50s","No","",""
"Disaster","2025-04-16 22:24:18","2025-04-17 20:15:23","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA INSTRUMENTACION QUIRURGICA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA INSTRUMENTACION QUIRURGICA is not working","21h 51m 5s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:18","2025-04-17 20:15:19","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA AUXILIAR ENFERMERIA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA AUXILIAR ENFERMERIA is not working","21h 51m 1s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:18","2025-04-17 20:15:21","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA PROFESIONAL EN ENTRENAMIENTO DEPORTIVO","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA PROFESIONAL EN ENTRENAMIENTO DEPORTIVO is not working","21h 51m 3s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:18","2025-04-17 20:23:15","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA INGENIERIA INDUSTRIAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA INGENIERIA INDUSTRIAL is not working","21h 58m 57s","No","",""
"Disaster","2025-04-16 22:24:18","2025-04-17 20:15:32","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL PEREIRA ESPECIALIZACION EN EPIDEMIOLOGIA","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL PEREIRA ESPECIALIZACION EN EPIDEMIOLOGIA is not working","21h 51m 14s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:16","2025-04-17 20:15:16","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR MEDICINA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR MEDICINA is not working","21h 51m","No","Actions (2)",""
"Disaster","2025-04-16 22:24:16","2025-04-17 20:15:05","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR is not working","21h 50m 49s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:16","2025-04-17 20:15:03","RESOLVED","(CTEC) PORTAL WWW.AREANDINA.EDU.CO","CTEC - PORTAL WWW.AREANDINA.EDU.CO is not working","21h 50m 47s","No","Actions (5)","GLPI: Yes, GLPICat: 2857, TICKET: 39857, TICKET_URL: https://services.ilumno.com/glpi/front/ticket.form.php?id=39857"
"Disaster","2025-04-16 22:24:16","2025-04-17 20:15:18","RESOLVED","(CTEC) PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR DERECHO","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR DERECHO is not working","21h 51m 2s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:13","2025-04-17 20:15:49","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR COMUNICACION SOCIAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL VALLEDUPAR COMUNICACION SOCIAL is not working","21h 51m 36s","No","",""
"Disaster","2025-04-16 22:24:13","2025-04-17 20:15:26","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO DISTANCIA PEREIRA INGENIERIA INDUSTRIAL","CTEC - PORTAL LANDINGS ANDINA PREGRADO DISTANCIA PEREIRA INGENIERIA INDUSTRIAL is not working","21h 51m 13s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:13","2025-04-17 20:15:47","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN GERENCIA EN SEGURIDAD Y SALUD EN EL TRABAJO","CTEC - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN GERENCIA EN SEGURIDAD Y SALUD EN EL TRABAJO is not working","21h 51m 34s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:13","2025-04-17 20:15:46","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL PEREIRA ESPECIALIZACION EN DERECHO ADMINISTRATIVO Y CONSTITUCIONAL","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL PEREIRA ESPECIALIZACION EN DERECHO ADMINISTRATIVO Y CONSTITUCIONAL is not working","21h 51m 33s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:13","2025-04-17 20:15:24","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN REVISORIA FISCAL Y AUDITORIA FORENSE","CTEC - PORTAL LANDINGS ANDINA POSGRADO VIRTUAL ESPECIALIZACION EN REVISORIA FISCAL Y AUDITORIA FORENSE is not working","21h 51m 11s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:13","2025-04-17 20:15:22","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA ESPECIALIZACION EN GERENCIA FINANCIERA","CTEC - PORTAL LANDINGS ANDINA POSGRADO PRESENCIAL BOGOTA ESPECIALIZACION EN GERENCIA FINANCIERA is not working","21h 51m 9s","No","",""
"Disaster","2025-04-16 22:24:12","2025-04-17 20:15:19","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA TERAPIA RESPIRATORIA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL PEREIRA TERAPIA RESPIRATORIA is not working","21h 51m 7s","No","Actions (2)",""
"Disaster","2025-04-16 22:24:12","2025-04-17 20:15:38","RESOLVED","(CTEC) - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA TERAPIA RESPIRATORIA","CTEC - PORTAL LANDINGS ANDINA PREGRADO PRESENCIAL BOGOTA TERAPIA RESPIRATORIA is not working","21h 51m 26s","No","Actions (2)",""
